Customer_ID,Product_Name,interaction_score
ZB087553,Zenith Salary Savings Account,1.5000000000000002
ZB040951,Education Loan,2.1000000000000005
ZB009299,Timeless Current Account,3.0000000000000004
ZB041633,Timeless Current Account,2.1000000000000005
ZB059276,Zenith Individual Savings Account,2.4000000000000004
ZB070975,Zenith Individual Savings Account,2.4000000000000004
ZB093659,Zenith Salary Savings Account,1.8000000000000003
ZB094811,Scan To Pay (QR Payments),1.2000000000000002
ZB014031,Zenith Individual Savings Account,2.1000000000000005
ZB024543,EazySave Classic Account,2.1000000000000005
ZB035551,EazySave Classic Account,1.8000000000000003
ZB083527,EazySave Classic Account,1.8000000000000003
ZB014985,Zenith Mobile Banking App,1.5000000000000002
ZB015802,Zenith Mobile Banking App,2.4000000000000004
ZB060621,EazySave Classic Account,1.8000000000000003
ZB073617,EazySave Classic Account,1.8000000000000003
ZB008807,Zenith Gold Premium Current Account,3.0000000000000004
ZB025040,Zenith Gold Premium Current Account,2.4000000000000004
ZB065148,Zenith Individual Savings Account,2.7
ZB087553,Zenith Individual Savings Account,1.8000000000000003
ZB093456,Timeless Current Account,2.7
ZB018300,Zenith Individual Current Account,2.4000000000000004
ZB092071,Zenith Individual Savings Account,2.1000000000000005
ZB002724,Aspire Lite,2.7
ZB016497,Zenith Mobile Banking App,2.1000000000000005
ZB031303,EazySave Classic Account,1.5000000000000002
ZB047012,Zenith Salary Savings Account,1.8000000000000003
ZB054652,Zenith Gold Premium Current Account,2.4000000000000004
ZB054935,Timeless Savings Account,1.5000000000000002
ZB057472,Zenith Salary Savings Account,1.5000000000000002
ZB073326,EazySave Classic Account,1.8000000000000003
ZB092320,Zenith Salary Savings Account,1.2000000000000002
ZB026457,Scan To Pay (QR Payments),1.5000000000000002
ZB040460,Personal Loan,1.8000000000000003
ZB045475,Scan To Pay (QR Payments),0.9000000000000001
ZB007180,Zenith Individual Savings Account,1.8000000000000003
ZB018202,Zenith Individual Savings Account,1.8000000000000003
ZB033868,Zenith Gold Premium Current Account,1.8000000000000003
ZB074415,Scan To Pay (QR Payments),1.5000000000000002
ZB054935,Zenith Individual Current Account,1.8000000000000003
ZB094811,Zenith Individual Savings Account,1.8000000000000003
ZB011770,Education Loan,1.5000000000000002
ZB040841,Education Loan,2.4000000000000004
ZB063059,Zenith Individual Savings Account,2.4000000000000004
ZB071519,Save4Me Target Account,1.5000000000000002
ZB080181,Scan To Pay (QR Payments),1.5000000000000002
ZB040668,Personal Loan,1.8000000000000003
ZB056539,Zenith Salary Savings Account,1.5000000000000002
ZB061342,Zenith Salary Savings Account,2.1000000000000005
ZB069614,ZIVA - Zenith Intelligent Virtual Assistant,1.5000000000000002
ZB086026,Scan To Pay (QR Payments),1.5000000000000002
ZB018642,Timeless Current Account,2.7
ZB040959,Personal Loan,1.8000000000000003
ZB059934,Zenith Salary Savings Account,2.1000000000000005
ZB093099,EazySave Classic Account,1.2000000000000002
ZB035815,EazySave Classic Account,1.8000000000000003
ZB051884,Zenith Individual Current Account,2.7
ZB008546,Save4Me Target Account,1.8000000000000003
ZB012127,Zenith Individual Savings Account,2.1000000000000005
ZB013176,Education Loan,1.5000000000000002
ZB063022,Salary Advance,1.2000000000000002
ZB015643,Zenith Mobile Banking App,2.4000000000000004
ZB025712,Zenith Individual Current Account,1.8000000000000003
ZB083010,Zenith Salary Savings Account,1.5000000000000002
ZB034605,Zenith Individual Savings Account,2.1000000000000005
ZB054418,Zenith Individual Current Account,1.8000000000000003
ZB072566,Save4Me Target Account,1.5000000000000002
ZB084411,Zenith Gold Premium Current Account,3.0000000000000004
ZB005935,EazySave Classic Account,2.7
ZB006866,Zenith Individual Savings Account,2.7
ZB044863,Zenith Individual Savings Account,1.8000000000000003
ZB033930,Save4Me Target Account,1.8000000000000003
ZB068183,Zenith Individual Savings Account,2.1000000000000005
ZB074080,Education Loan,2.1000000000000005
ZB083601,Zenith Individual Current Account,3.0000000000000004
ZB016894,ZIVA - Zenith Intelligent Virtual Assistant,2.1000000000000005
ZB026128,Zenith Gold Premium Current Account,2.4000000000000004
ZB053964,Education Loan,2.4000000000000004
ZB010806,Zenith Individual Savings Account,2.1000000000000005
ZB029360,Zenith Individual Savings Account,2.4000000000000004
ZB079073,Zenith Salary Savings Account,1.8000000000000003
ZB050312,Zenith Individual Savings Account,2.4000000000000004
ZB002889,Education Loan,1.5000000000000002
ZB017530,Scan To Pay (QR Payments),1.8000000000000003
ZB041012,Education Loan,2.4000000000000004
ZB042455,Zenith Gold Premium Current Account,2.4000000000000004
ZB044820,Zenith Individual Savings Account,1.8000000000000003
ZB059054,Zenith Credit Card - Gold,1.8000000000000003
ZB064522,GlobalPay - Zenith Payment Gateway,2.1000000000000005
ZB074358,Education Loan,2.1000000000000005
ZB025040,EazySave Classic Account,1.8000000000000003
ZB073660,Scan To Pay (QR Payments),1.5000000000000002
ZB082013,Timeless Savings Account,1.2000000000000002
ZB003455,Zenith Salary Savings Account,1.8000000000000003
ZB020634,Zenith Platinum Premium Current Account,2.7
ZB040959,Timeless Savings Account,2.7
ZB057664,Scan To Pay (QR Payments),1.5000000000000002
ZB026840,Scan To Pay (QR Payments),1.5000000000000002
ZB026848,EazySave Classic Account,2.4000000000000004
ZB053335,Zenith Salary Savings Account,1.8000000000000003
ZB073517,Zenith Individual Savings Account,2.4000000000000004
ZB008650,Zenith Individual Savings Account,2.1000000000000005
ZB012690,Zenith Gold Premium Current Account,2.7
ZB035647,Zenith Salary Savings Account,1.5000000000000002
ZB084967,Zenith Individual Savings Account,1.8000000000000003
ZB014342,Education Loan,1.2000000000000002
ZB018446,EazySave Classic Account,1.5000000000000002
ZB031910,Save4Me Target Account,1.8000000000000003
ZB055767,EazySave Classic Account,1.5000000000000002
ZB064806,Zenith Gold Premium Current Account,3.0000000000000004
ZB088849,Zenith Individual Current Account,2.1000000000000005
ZB039488,Timeless Current Account,2.1000000000000005
ZB045001,Timeless Savings Account,1.2000000000000002
ZB072770,Save4Me Target Account,1.5000000000000002
ZB092312,Timeless Current Account,1.8000000000000003
ZB004861,Scan To Pay (QR Payments),2.1000000000000005
ZB010448,Zenith Individual Savings Account,2.1000000000000005
ZB076564,Timeless Current Account,2.7
ZB009288,Zenith Individual Current Account,1.2000000000000002
ZB010333,Zenith Gold Premium Current Account,2.7
ZB031727,Zenith Gold Premium Current Account,3.0000000000000004
ZB032517,Zenith Individual Savings Account,2.7
ZB059267,EazySave Classic Account,1.8000000000000003
ZB060643,Timeless Savings Account,2.7
ZB086365,EazySave Classic Account,1.8000000000000003
ZB010448,Zenith Gold Premium Current Account,2.7
ZB015591,Zenith Individual Savings Account,2.1000000000000005
ZB084640,Save4Me Target Account,1.2000000000000002
ZB088345,Zenith Salary Savings Account,1.5000000000000002
ZB031026,Zenith Gold Premium Current Account,1.5000000000000002
ZB052924,Z-Woman Loan,1.8000000000000003
ZB073259,EazySave Classic Account,1.8000000000000003
ZB083234,Timeless Savings Account,2.7
ZB022607,SME Grow My Biz Account,1.8000000000000003
ZB073080,EazySave Classic Account,1.8000000000000003
ZB087452,Zenith Individual Savings Account,1.5000000000000002
ZB052885,Timeless Current Account,3.0000000000000004
ZB060871,Salary Advance,1.2000000000000002
ZB028567,Zenith Credit Card - Gold,2.4000000000000004
ZB076205,Ethical Savings Account,1.8000000000000003
ZB092343,Timeless Savings Account,2.7
ZB008053,Zenith Salary Savings Account,2.1000000000000005
ZB025290,Zenith Gold Premium Current Account,2.4000000000000004
ZB017846,Scan To Pay (QR Payments),1.5000000000000002
ZB084956,Scan To Pay (QR Payments),1.2000000000000002
ZB009267,Zenith Individual Current Account,1.2000000000000002
ZB010806,EazySave Classic Account,1.8000000000000003
ZB064401,Education Loan,2.1000000000000005
ZB084778,Save4Me Target Account,1.2000000000000002
ZB090577,Zenith Platinum Premium Current Account,1.5000000000000002
ZB066286,Salary Advance,1.5000000000000002
ZB080610,Education Loan,1.5000000000000002
ZB087898,Zenith Credit Card - Gold,1.2000000000000002
ZB056837,Zenith Individual Savings Account,1.8000000000000003
ZB012798,SME Grow My Biz Account,1.2000000000000002
ZB015574,Zenith Individual Savings Account,2.1000000000000005
ZB017384,Scan To Pay (QR Payments),1.8000000000000003
ZB039948,Timeless Current Account,2.1000000000000005
ZB063104,Education Loan,1.8000000000000003
ZB092512,Scan To Pay (QR Payments),1.2000000000000002
ZB088902,Zenith Individual Current Account,2.1000000000000005
ZB092320,Save4Me Target Account,1.5000000000000002
ZB026749,Zenith Individual Savings Account,1.8000000000000003
ZB054804,Zenith Individual Current Account,2.1000000000000005
ZB003381,Zenith Salary Savings Account,2.1000000000000005
ZB015170,Education Loan,1.8000000000000003
ZB048664,EazySave Classic Account,2.4000000000000004
ZB075829,Scan To Pay (QR Payments),1.5000000000000002
ZB087492,EazySave Classic Account,1.8000000000000003
ZB026181,Zenith Gold Premium Current Account,2.4000000000000004
ZB059193,SME Loan,1.5000000000000002
ZB082718,Aspire Lite,3.0000000000000004
ZB012798,Save4Me Target Account,1.8000000000000003
ZB027677,Zenith Individual Savings Account,2.4000000000000004
ZB076364,Education Loan,2.1000000000000005
ZB079363,Education Loan,1.8000000000000003
ZB017453,Scan To Pay (QR Payments),1.8000000000000003
ZB054980,EazySave Classic Account,1.5000000000000002
ZB058664,EazySave Classic Account,1.8000000000000003
ZB077134,Timeless Savings Account,2.4000000000000004
ZB005546,EazySave Classic Account,2.7
ZB016497,Scan To Pay (QR Payments),1.5000000000000002
ZB092550,EazySave Classic Account,1.2000000000000002
ZB068850,Save4Me Target Account,1.8000000000000003
ZB082391,Zenith Salary Savings Account,1.8000000000000003
ZB092020,Zenith Individual Savings Account,2.1000000000000005
ZB096610,Timeless Current Account,3.0000000000000004
ZB015703,ZIVA - Zenith Intelligent Virtual Assistant,2.1000000000000005
ZB036792,EazySave Classic Account,2.4000000000000004
ZB063408,Scan To Pay (QR Payments),0.9000000000000001
ZB068575,ZIVA - Zenith Intelligent Virtual Assistant,1.5000000000000002
ZB012623,Zenith Individual Current Account,2.4000000000000004
ZB024439,Education Loan,1.2000000000000002
ZB044207,Scan To Pay (QR Payments),1.2000000000000002
ZB060753,Education Loan,1.5000000000000002
ZB070128,Education Loan,2.7
ZB087492,Zenith Individual Savings Account,1.5000000000000002
ZB009255,EazySave Classic Account,2.4000000000000004
ZB023938,Education Loan,1.2000000000000002
ZB060981,EazySave Classic Account,2.4000000000000004
ZB015574,Education Loan,1.5000000000000002
ZB034072,EazySave Classic Account,1.8000000000000003
ZB080316,Zenith Salary Savings Account,1.8000000000000003
ZB010018,Scan To Pay (QR Payments),1.8000000000000003
ZB020392,Zenith Individual Savings Account,1.8000000000000003
ZB083769,Save4Me Target Account,1.2000000000000002
ZB006113,ZIVA - Zenith Intelligent Virtual Assistant,1.8000000000000003
ZB007742,Zenith Individual Savings Account,2.4000000000000004
ZB027179,Zenith Individual Savings Account,2.4000000000000004
ZB045121,EazySave Classic Account,1.5000000000000002
ZB083314,Zenith Individual Savings Account,2.4000000000000004
ZB084670,Zenith Individual Savings Account,1.2000000000000002
ZB018446,Zenith Platinum Premium Current Account,2.4000000000000004
ZB023065,Zenith Salary Savings Account,2.1000000000000005
ZB064865,Education Loan,2.1000000000000005
ZB068183,Zenith Individual Current Account,2.4000000000000004
ZB016338,Scan To Pay (QR Payments),1.8000000000000003
ZB022430,Zenith Individual Savings Account,2.4000000000000004
ZB034552,EazySave Classic Account,1.8000000000000003
ZB037506,Timeless Current Account,3.0000000000000004
ZB075590,Education Loan,2.1000000000000005
ZB095215,Zenith Individual Current Account,2.1000000000000005
ZB034072,Zenith Salary Savings Account,2.4000000000000004
ZB004375,Zenith Platinum Premium Current Account,2.7
ZB017326,ZIVA - Zenith Intelligent Virtual Assistant,2.1000000000000005
ZB047994,EazySave Classic Account,2.4000000000000004
ZB069030,ZIVA - Zenith Intelligent Virtual Assistant,2.1000000000000005
ZB087117,EazySave Classic Account,2.4000000000000004
ZB003078,Zenith Gold Premium Current Account,3.0000000000000004
ZB054608,Zenith Salary Savings Account,1.5000000000000002
ZB058528,Zenith Individual Savings Account,2.1000000000000005
ZB062167,EazySave Classic Account,2.7
ZB064953,ZIVA Stores,1.8000000000000003
ZB018300,Zenith Gold Premium Current Account,2.7
ZB020917,Zenith Salary Savings Account,1.5000000000000002
ZB023294,Zenith Gold Premium Current Account,3.0000000000000004
ZB035416,Zenith Salary Savings Account,1.5000000000000002
ZB040667,SME Loan,1.5000000000000002
ZB014031,Zenith Individual Current Account,2.4000000000000004
ZB075278,Scan To Pay (QR Payments),1.5000000000000002
ZB010018,Education Loan,2.4000000000000004
ZB045475,Zenith Individual Savings Account,1.8000000000000003
ZB055088,EazySave Classic Account,1.5000000000000002
ZB071230,Zenith Internet Banking,2.1000000000000005
ZB087940,Zenith Prepaid Card,1.2000000000000002
ZB024178,Zenith Salary Savings Account,1.5000000000000002
ZB040989,Personal Loan,1.8000000000000003
ZB033953,Zenith Platinum Premium Current Account,2.1000000000000005
ZB035815,Save4Me Target Account,1.2000000000000002
ZB052900,Zenith Individual Savings Account,2.4000000000000004
ZB062498,SME Grow My Biz Account,1.8000000000000003
ZB068067,EazySave Classic Account,3.0000000000000004
ZB083322,Zenith Individual Savings Account,1.5000000000000002
ZB023065,Zenith Individual Savings Account,2.4000000000000004
ZB051251,Zenith Individual Current Account,2.7
ZB070804,ZIVA - Zenith Intelligent Virtual Assistant,1.5000000000000002
ZB094017,EazySave Classic Account,1.5000000000000002
ZB033345,EazySave Classic Account,2.1000000000000005
ZB064331,Household Acquisition Loan,1.8000000000000003
ZB014049,Education Loan,1.8000000000000003
ZB015591,Scan To Pay (QR Payments),1.8000000000000003
ZB073517,Zenith Internet Banking,2.1000000000000005
ZB028992,Zenith Credit Card - Gold,2.1000000000000005
ZB040153,Zenith Gold Premium Current Account,2.7
ZB075856,Education Loan,2.1000000000000005
ZB076673,Zenith Gold Premium Current Account,2.7
ZB021230,Zenith Individual Savings Account,2.4000000000000004
ZB021357,Zenith Individual Savings Account,2.4000000000000004
ZB012623,Education Loan,1.5000000000000002
ZB053335,EazySave Classic Account,3.0000000000000004
ZB092512,EazySave Classic Account,1.8000000000000003
ZB008962,Zenith Individual Current Account,1.2000000000000002
ZB011770,Zenith Individual Current Account,2.4000000000000004
ZB023444,Education Loan,1.2000000000000002
ZB069335,Zenith Salary Savings Account,1.8000000000000003
ZB084411,Zenith Individual Savings Account,2.4000000000000004
ZB086357,ZIVA - Zenith Intelligent Virtual Assistant,1.2000000000000002
ZB039766,EazySave Classic Account,2.1000000000000005
ZB087898,Zenith Gold Premium Current Account,2.4000000000000004
ZB032679,Zenith Salary Savings Account,2.4000000000000004
ZB012237,Zenith Individual Current Account,2.4000000000000004
ZB033484,Zenith Individual Savings Account,2.7
ZB076364,Zenith Individual Savings Account,3.0000000000000004
ZB011745,Zenith Individual Savings Account,2.4000000000000004
ZB058664,Scan To Pay (QR Payments),1.5000000000000002
ZB070975,Zenith Salary Savings Account,2.1000000000000005
ZB053268,Aspire Account,3.0000000000000004
ZB055622,Zenith Gold Premium Current Account,2.1000000000000005
ZB088183,EazySave Classic Account,1.5000000000000002
ZB020392,Zenith Individual Current Account,2.1000000000000005
ZB048726,Zenith Gold Premium Current Account,2.7
ZB059267,Timeless Savings Account,2.7
ZB069537,Timeless Savings Account,3.0000000000000004
ZB082571,Scan To Pay (QR Payments),1.5000000000000002
ZB020337,Ethical Savings Account,2.1000000000000005
ZB045050,Scan To Pay (QR Payments),1.2000000000000002
ZB046014,Zenith Salary Savings Account,1.8000000000000003
ZB079073,Timeless Savings Account,1.2000000000000002
ZB084923,Zenith Salary Savings Account,1.5000000000000002
ZB004375,SME Grow My Biz Account,1.8000000000000003
ZB005934,Scan To Pay (QR Payments),2.1000000000000005
ZB010866,Education Loan,1.5000000000000002
ZB020634,SME Grow My Biz Account,1.8000000000000003
ZB018182,ZIVA - Zenith Intelligent Virtual Assistant,2.1000000000000005
ZB018617,Zenith Individual Current Account,2.1000000000000005
ZB047777,Z-Woman Loan,1.8000000000000003
ZB062446,SME Grow My Biz Account,1.8000000000000003
ZB069987,Zenith Gold Premium Current Account,2.7
ZB079363,Scan To Pay (QR Payments),1.5000000000000002
ZB036189,EazySave Classic Account,1.2000000000000002
ZB054608,Zenith Gold Premium Current Account,2.4000000000000004
ZB068067,Zenith Individual Savings Account,2.1000000000000005
ZB090274,EazySave Classic Account,1.2000000000000002
ZB016545,Zenith Individual Savings Account,2.1000000000000005
ZB048355,Timeless Savings Account,2.7
ZB049157,Zenith Individual Savings Account,2.1000000000000005
ZB056333,EazySave Classic Account,1.5000000000000002
ZB062167,Household Acquisition Loan,1.5000000000000002
ZB063367,Zenith Individual Savings Account,2.1000000000000005
ZB024423,Education Loan,1.2000000000000002
ZB032818,Zenith Salary Savings Account,2.4000000000000004
ZB047012,EazySave Classic Account,2.4000000000000004
ZB068183,Zenith Salary Savings Account,1.8000000000000003
ZB005698,Zenith Individual Savings Account,1.8000000000000003
ZB057886,Scan To Pay (QR Payments),1.5000000000000002
ZB082718,Aspire Account,2.7
ZB009985,Zenith Individual Savings Account,2.4000000000000004
ZB019028,Timeless Savings Account,1.5000000000000002
ZB054418,Zenith Gold Premium Current Account,2.1000000000000005
ZB086357,Zenith Individual Current Account,2.4000000000000004
ZB018915,Timeless Current Account,1.5000000000000002
ZB027100,EazySave Classic Account,2.4000000000000004
ZB085950,Scan To Pay (QR Payments),1.5000000000000002
ZB035647,Save4Me Target Account,1.2000000000000002
ZB051610,ZIVA - Zenith Intelligent Virtual Assistant,1.8000000000000003
ZB014542,Zenith Individual Savings Account,2.1000000000000005
ZB023075,Save4Me Target Account,1.5000000000000002
ZB026698,Zenith Individual Current Account,1.8000000000000003
ZB052954,Zenith Salary Savings Account,1.5000000000000002
ZB059300,SME Loan,1.5000000000000002
ZB060871,EazySave Classic Account,2.7
ZB064572,Zenith Individual Savings Account,2.7
ZB008807,Save4Me Target Account,1.8000000000000003
ZB062734,Zenith Individual Savings Account,2.1000000000000005
ZB066656,Education Loan,2.1000000000000005
ZB068022,Timeless Current Account,3.0000000000000004
ZB075829,Education Loan,2.1000000000000005
ZB081610,Zenith Gold Premium Current Account,2.7
ZB095153,EazySave Classic Account,1.2000000000000002
ZB013162,Scan To Pay (QR Payments),1.5000000000000002
ZB076389,Scan To Pay (QR Payments),1.5000000000000002
ZB082013,Zenith Individual Savings Account,2.1000000000000005
ZB016338,EazySave Classic Account,2.7
ZB076431,Scan To Pay (QR Payments),1.5000000000000002
ZB014259,Zenith Mobile Banking App,1.5000000000000002
ZB026045,Scan To Pay (QR Payments),1.5000000000000002
ZB032073,Zenith Individual Savings Account,2.7
ZB054433,EazySave Classic Account,1.5000000000000002
ZB054980,Zenith Gold Premium Current Account,2.1000000000000005
ZB074934,Timeless Savings Account,2.4000000000000004
ZB010216,Scan To Pay (QR Payments),1.5000000000000002
ZB021230,Save4Me Target Account,1.5000000000000002
ZB024543,Timeless Current Account,2.7
ZB073617,Zenith Internet Banking,2.1000000000000005
ZB081645,EazySave Classic Account,2.1000000000000005
ZB011228,Scan To Pay (QR Payments),1.8000000000000003
ZB050721,EazySave Classic Account,2.7
ZB076205,Timeless Savings Account,2.7
ZB042500,Timeless Current Account,2.7
ZB080181,Zenith Salary Savings Account,1.8000000000000003
ZB080995,Scan To Pay (QR Payments),1.5000000000000002
ZB003932,Aspire Lite,2.7
ZB010951,Education Loan,1.5000000000000002
ZB018100,Zenith Individual Savings Account,2.1000000000000005
ZB034129,Zenith Individual Current Account,2.4000000000000004
ZB034525,Zenith Individual Savings Account,1.8000000000000003
ZB045121,Scan To Pay (QR Payments),0.9000000000000001
ZB053007,SME Grow My Biz Account,2.1000000000000005
ZB078361,EazySave Classic Account,2.1000000000000005
ZB089253,Aspire Account,2.4000000000000004
ZB017326,Scan To Pay (QR Payments),1.8000000000000003
ZB057827,Zenith Salary Savings Account,2.1000000000000005
ZB058710,EazySave Classic Account,1.8000000000000003
ZB072566,EazySave Classic Account,1.8000000000000003
ZB092071,Zenith Individual Current Account,1.8000000000000003
ZB004845,Zenith Individual Savings Account,2.7
ZB006618,EazySave Classic Account,2.7
ZB047456,Timeless Current Account,2.7
ZB052546,Zenith Mobile Banking App,2.1000000000000005
ZB064331,Timeless Current Account,3.0000000000000004
ZB054418,EazySave Classic Account,1.5000000000000002
ZB057886,Zenith Individual Savings Account,2.4000000000000004
ZB069614,Save4Me Target Account,1.8000000000000003
ZB070267,Zenith Individual Savings Account,2.4000000000000004
ZB079363,ZIVA - Zenith Intelligent Virtual Assistant,1.2000000000000002
ZB040989,Save4Me Target Account,2.1000000000000005
ZB049375,Zenith Salary Savings Account,2.1000000000000005
